casa,compra,venta,fecha
blue,288.0,292.0,2022-08-28
blue,287.0,292.0,2022-08-29
blue,286.0,291.0,2022-08-30
blue,285.0,290.0,2022-08-31
blue,280.0,285.0,2022-09-01
blue,280.0,285.0,2022-09-02
blue,280.0,285.0,2022-09-03
blue,280.0,285.0,2022-09-04
blue,266.0,270.0,2022-09-05
blue,272.0,276.0,2022-09-06
blue,280.0,284.0,2022-09-07
blue,276.0,280.0,2022-09-08
blue,270.0,274.0,2022-09-09
blue,270.0,274.0,2022-09-10
blue,270.0,274.0,2022-09-11
blue,268.0,272.0,2022-09-12
blue,269.0,273.0,2022-09-13
blue,273.0,277.0,2022-09-14
blue,272.0,276.0,2022-09-15
blue,273.0,277.0,2022-09-16
blue,273.0,277.0,2022-09-17
blue,273.0,277.0,2022-09-18
blue,273.0,277.0,2022-09-19
blue,283.0,287.0,2022-09-20
blue,283.0,287.0,2022-09-21
blue,281.0,285.0,2022-09-22
blue,283.0,287.0,2022-09-23
blue,283.0,287.0,2022-09-24
blue,283.0,287.0,2022-09-25
blue,282.0,286.0,2022-09-26
blue,286.0,290.0,2022-09-27
blue,286.0,290.0,2022-09-28
blue,284.0,288.0,2022-09-29
blue,284.0,288.0,2022-09-30
blue,284.0,288.0,2022-10-01
blue,284.0,288.0,2022-10-02
blue,280.0,284.0,2022-10-03
blue,278.0,282.0,2022-10-04
blue,278.0,282.0,2022-10-05
blue,273.0,277.0,2022-10-06
blue,273.0,277.0,2022-10-07
blue,273.0,277.0,2022-10-08
blue,273.0,277.0,2022-10-09
blue,273.0,277.0,2022-10-10
blue,276.0,280.0,2022-10-11
blue,285.0,289.0,2022-10-12
blue,287.0,291.0,2022-10-13
blue,286.0,290.0,2022-10-14
blue,286.0,290.0,2022-10-15
blue,286.0,290.0,2022-10-16
blue,283.0,287.0,2022-10-17
blue,286.0,290.0,2022-10-18
blue,288.0,292.0,2022-10-19
blue,287.0,291.0,2022-10-20
blue,287.0,291.0,2022-10-21
blue,287.0,291.0,2022-10-22
blue,287.0,291.0,2022-10-23
blue,287.0,291.0,2022-10-24
blue,289.0,293.0,2022-10-25
blue,288.0,292.0,2022-10-26
blue,287.0,291.0,2022-10-27
blue,288.0,292.0,2022-10-28
blue,288.0,292.0,2022-10-29
blue,288.0,292.0,2022-10-30
blue,286.0,290.0,2022-10-31
blue,286.0,290.0,2022-11-01
blue,287.0,291.0,2022-11-02
blue,283.0,287.0,2022-11-03
blue,285.0,289.0,2022-11-04
blue,285.0,289.0,2022-11-05
blue,285.0,289.0,2022-11-06
blue,286.0,290.0,2022-11-07
blue,287.0,291.0,2022-11-08
blue,288.0,292.0,2022-11-09
blue,288.0,292.0,2022-11-10
blue,289.0,293.0,2022-11-11
blue,289.0,293.0,2022-11-12
blue,289.0,293.0,2022-11-13
blue,290.0,294.0,2022-11-14
blue,298.0,302.0,2022-11-15
blue,304.0,308.0,2022-11-16
blue,303.0,307.0,2022-11-17
blue,302.0,306.0,2022-11-18
blue,302.0,306.0,2022-11-19
blue,302.0,306.0,2022-11-20
blue,302.0,306.0,2022-11-21
blue,304.0,308.0,2022-11-22
blue,308.0,312.0,2022-11-23
blue,315.0,319.0,2022-11-24
blue,316.0,320.0,2022-11-25
blue,316.0,320.0,2022-11-26
blue,316.0,320.0,2022-11-27
blue,314.0,318.0,2022-11-28
blue,311.0,315.0,2022-11-29
blue,310.0,314.0,2022-11-30
blue,309.0,313.0,2022-12-01
blue,308.0,312.0,2022-12-02
blue,308.0,312.0,2022-12-03
blue,308.0,312.0,2022-12-04
blue,308.0,312.0,2022-12-05
blue,311.0,315.0,2022-12-06
blue,312.0,316.0,2022-12-07
blue,312.0,316.0,2022-12-08
blue,312.0,316.0,2022-12-09
blue,312.0,316.0,2022-12-10
blue,312.0,316.0,2022-12-11
blue,308.0,312.0,2022-12-12
blue,311.0,315.0,2022-12-13
blue,316.0,320.0,2022-12-14
blue,316.0,320.0,2022-12-15
blue,317.0,321.0,2022-12-16
blue,317.0,321.0,2022-12-17
blue,317.0,321.0,2022-12-18
blue,321.0,325.0,2022-12-19
blue,322.0,326.0,2022-12-20
blue,321.0,325.0,2022-12-21
blue,326.0,330.0,2022-12-22
blue,336.0,340.0,2022-12-23
blue,336.0,340.0,2022-12-24
blue,336.0,340.0,2022-12-25
blue,342.0,346.0,2022-12-26
blue,352.0,356.0,2022-12-27
blue,353.0,357.0,2022-12-28
blue,346.0,350.0,2022-12-29
blue,342.0,346.0,2022-12-30
blue,342.0,346.0,2022-12-31
blue,342.0,346.0,2023-01-01
blue,342.0,346.0,2023-01-02
blue,350.0,354.0,2023-01-03
blue,350.0,354.0,2023-01-04
blue,349.0,353.0,2023-01-05
blue,350.0,354.0,2023-01-06
blue,350.0,354.0,2023-01-07
blue,350.0,354.0,2023-01-08
blue,351.0,355.0,2023-01-09
blue,353.0,357.0,2023-01-10
blue,355.0,359.0,2023-01-11
blue,357.0,361.0,2023-01-12
blue,365.0,369.0,2023-01-13
blue,365.0,369.0,2023-01-14
blue,365.0,369.0,2023-01-15
blue,366.0,370.0,2023-01-16
blue,374.0,378.0,2023-01-17
blue,373.0,377.0,2023-01-18
blue,370.0,374.0,2023-01-19
blue,372.0,376.0,2023-01-20
blue,372.0,376.0,2023-01-21
blue,372.0,376.0,2023-01-22
blue,372.0,376.0,2023-01-23
blue,377.0,381.0,2023-01-24
blue,379.0,383.0,2023-01-25
blue,381.0,385.0,2023-01-26
blue,382.0,386.0,2023-01-27
blue,382.0,386.0,2023-01-28
blue,382.0,386.0,2023-01-29
blue,379.0,383.0,2023-01-30
blue,377.0,381.0,2023-01-31
blue,373.0,377.0,2023-02-01
blue,374.0,378.0,2023-02-02
blue,375.0,379.0,2023-02-03
blue,375.0,379.0,2023-02-04
blue,375.0,379.0,2023-02-05
blue,373.0,377.0,2023-02-06
blue,373.0,377.0,2023-02-07
blue,377.0,381.0,2023-02-08
blue,375.0,379.0,2023-02-09
blue,373.0,377.0,2023-02-10
blue,373.0,377.0,2023-02-11
blue,373.0,377.0,2023-02-12
blue,375.0,379.0,2023-02-13
blue,375.0,379.0,2023-02-14
blue,374.0,378.0,2023-02-15
blue,373.0,377.0,2023-02-16
blue,373.0,377.0,2023-02-17
blue,373.0,377.0,2023-02-18
blue,373.0,377.0,2023-02-19
blue,373.0,377.0,2023-02-20
blue,373.0,377.0,2023-02-21
blue,373.0,377.0,2023-02-22
blue,375.0,379.0,2023-02-23
blue,375.0,379.0,2023-02-24
blue,375.0,379.0,2023-02-25
blue,375.0,379.0,2023-02-26
blue,373.0,377.0,2023-02-27
blue,371.0,375.0,2023-02-28
blue,371.0,375.0,2023-03-01
blue,373.0,377.0,2023-03-02
blue,371.0,375.0,2023-03-03
blue,371.0,375.0,2023-03-04
blue,371.0,375.0,2023-03-05
blue,368.0,372.0,2023-03-06
blue,367.0,371.0,2023-03-07
blue,374.0,378.0,2023-03-08
blue,369.0,373.0,2023-03-09
blue,369.0,373.0,2023-03-10
blue,369.0,373.0,2023-03-11
blue,369.0,373.0,2023-03-12
blue,373.0,377.0,2023-03-13
blue,373.0,377.0,2023-03-14
blue,375.0,379.0,2023-03-15
blue,379.0,383.0,2023-03-16
blue,379.0,383.0,2023-03-17
blue,379.0,383.0,2023-03-18
blue,379.0,383.0,2023-03-19
blue,382.0,386.0,2023-03-20
blue,390.0,394.0,2023-03-21
blue,387.0,391.0,2023-03-22
blue,385.0,389.0,2023-03-23
blue,385.0,389.0,2023-03-24
blue,385.0,389.0,2023-03-25
blue,385.0,389.0,2023-03-26
blue,386.0,390.0,2023-03-27
blue,393.0,397.0,2023-03-28
blue,389.0,393.0,2023-03-29
blue,388.0,393.0,2023-03-30
blue,391.0,395.0,2023-03-31
blue,391.0,395.0,2023-04-01
blue,391.0,395.0,2023-04-02
blue,388.0,392.0,2023-04-03
blue,388.0,392.0,2023-04-04
blue,388.0,392.0,2023-04-05
blue,388.0,392.0,2023-04-06
blue,388.0,392.0,2023-04-07
blue,388.0,392.0,2023-04-08
blue,388.0,392.0,2023-04-09
blue,387.0,391.0,2023-04-10
blue,390.0,394.0,2023-04-11
blue,394.0,398.0,2023-04-12
blue,396.0,400.0,2023-04-13
blue,396.0,400.0,2023-04-14
blue,396.0,400.0,2023-04-15
blue,396.0,400.0,2023-04-16
blue,404.0,408.0,2023-04-17
blue,414.0,418.0,2023-04-18
blue,419.0,423.0,2023-04-19
blue,427.0,432.0,2023-04-20
blue,437.0,442.0,2023-04-21
blue,437.0,442.0,2023-04-22
blue,437.0,442.0,2023-04-23
blue,457.0,462.0,2023-04-24
blue,490.0,495.0,2023-04-25
blue,469.0,474.0,2023-04-26
blue,462.0,467.0,2023-04-27
blue,464.0,469.0,2023-04-28
blue,464.0,469.0,2023-04-29
blue,464.0,469.0,2023-04-30
blue,464.0,469.0,2023-05-01
blue,469.0,474.0,2023-05-02
blue,464.0,469.0,2023-05-03
blue,463.0,468.0,2023-05-04
blue,464.0,469.0,2023-05-05
blue,464.0,469.0,2023-05-06
blue,464.0,469.0,2023-05-07
blue,465.0,470.0,2023-05-08
blue,466.0,471.0,2023-05-09
blue,467.0,472.0,2023-05-10
blue,470.0,475.0,2023-05-11
blue,469.0,474.0,2023-05-12
blue,469.0,474.0,2023-05-13
blue,469.0,474.0,2023-05-14
blue,478.0,483.0,2023-05-15
blue,483.0,488.0,2023-05-16
blue,482.0,487.0,2023-05-17
blue,483.0,488.0,2023-05-18
blue,481.0,486.0,2023-05-19
blue,481.0,486.0,2023-05-20
blue,481.0,486.0,2023-05-21
blue,485.0,490.0,2023-05-22
blue,487.0,492.0,2023-05-23
blue,488.0,493.0,2023-05-24
blue,488.0,493.0,2023-05-25
blue,488.0,493.0,2023-05-26
blue,488.0,493.0,2023-05-27
blue,488.0,493.0,2023-05-28
blue,487.0,492.0,2023-05-29
blue,488.0,493.0,2023-05-30
blue,485.0,490.0,2023-05-31
blue,485.0,490.0,2023-06-01
blue,485.0,490.0,2023-06-02
blue,485.0,490.0,2023-06-03
blue,485.0,490.0,2023-06-04
blue,481.0,486.0,2023-06-05
blue,480.0,485.0,2023-06-06
blue,479.0,484.0,2023-06-07
blue,479.0,484.0,2023-06-08
blue,478.0,483.0,2023-06-09
blue,478.0,483.0,2023-06-10
blue,478.0,483.0,2023-06-11
blue,479.0,484.0,2023-06-12
blue,484.0,489.0,2023-06-13
blue,491.0,496.0,2023-06-14
blue,482.0,487.0,2023-06-15
blue,487.0,492.0,2023-06-16
blue,487.0,492.0,2023-06-17
blue,487.0,492.0,2023-06-18
blue,487.0,492.0,2023-06-19
blue,487.0,492.0,2023-06-20
blue,487.0,492.0,2023-06-21
blue,488.0,493.0,2023-06-22
blue,490.0,495.0,2023-06-23
blue,490.0,495.0,2023-06-24
blue,490.0,495.0,2023-06-25
blue,488.0,493.0,2023-06-26
blue,491.0,496.0,2023-06-27
blue,491.0,496.0,2023-06-28
blue,489.0,494.0,2023-06-29
blue,489.0,494.0,2023-06-30
blue,489.0,494.0,2023-07-01
blue,489.0,494.0,2023-07-02
blue,490.0,495.0,2023-07-03
blue,488.0,493.0,2023-07-04
blue,487.0,492.0,2023-07-05
blue,486.0,491.0,2023-07-06
blue,487.0,492.0,2023-07-07
blue,487.0,492.0,2023-07-08
blue,487.0,492.0,2023-07-09
blue,490.0,495.0,2023-07-10
blue,493.0,498.0,2023-07-11
blue,498.0,503.0,2023-07-12
blue,507.0,512.0,2023-07-13
blue,518.0,522.0,2023-07-14
blue,518.0,522.0,2023-07-15
blue,518.0,522.0,2023-07-16
blue,515.0,520.0,2023-07-17
blue,515.0,520.0,2023-07-18
blue,520.0,525.0,2023-07-19
blue,520.0,525.0,2023-07-20
blue,524.0,529.0,2023-07-21
blue,524.0,529.0,2023-07-22
blue,524.0,529.0,2023-07-23
blue,547.0,552.0,2023-07-24
blue,531.0,536.0,2023-07-25
blue,541.0,546.0,2023-07-26
blue,548.0,553.0,2023-07-27
blue,546.0,551.0,2023-07-28
blue,546.0,551.0,2023-07-29
blue,546.0,551.0,2023-07-30
blue,545.0,550.0,2023-07-31
blue,555.0,560.0,2023-08-01
blue,555.0,560.0,2023-08-02
blue,565.0,570.0,2023-08-03
blue,569.0,574.0,2023-08-04
blue,569.0,574.0,2023-08-05
blue,569.0,574.0,2023-08-06
blue,591.0,596.0,2023-08-07
blue,593.0,598.0,2023-08-08
blue,595.0,600.0,2023-08-09
blue,597.0,602.0,2023-08-10
blue,595.0,605.0,2023-08-11
blue,595.0,605.0,2023-08-12
blue,595.0,605.0,2023-08-13
blue,665.0,685.0,2023-08-14
blue,720.0,730.0,2023-08-15
blue,770.0,780.0,2023-08-16
blue,750.0,760.0,2023-08-17
blue,710.0,720.0,2023-08-18
blue,710.0,720.0,2023-08-19
blue,710.0,720.0,2023-08-20
blue,710.0,720.0,2023-08-21
blue,717.0,727.0,2023-08-22
blue,725.0,735.0,2023-08-23
blue,715.0,725.0,2023-08-24
blue,720.0,730.0,2023-08-25
blue,720.0,730.0,2023-08-26
blue,720.0,730.0,2023-08-27
blue,728.0,738.0,2023-08-28
blue,740.0,750.0,2023-08-29
blue,730.0,740.0,2023-08-30
blue,725.0,735.0,2023-08-31
blue,720.0,730.0,2023-09-01
blue,720.0,730.0,2023-09-02
blue,720.0,730.0,2023-09-03
blue,720.0,730.0,2023-09-04
blue,715.0,725.0,2023-09-05
blue,710.0,720.0,2023-09-06
blue,710.0,720.0,2023-09-07
blue,705.0,710.0,2023-09-08
blue,705.0,710.0,2023-09-09
blue,705.0,710.0,2023-09-10
blue,712.0,717.0,2023-09-11
blue,725.0,730.0,2023-09-12
blue,730.0,735.0,2023-09-13
blue,717.0,722.0,2023-09-14
blue,725.0,730.0,2023-09-15
blue,725.0,730.0,2023-09-16
blue,725.0,730.0,2023-09-17
blue,733.0,738.0,2023-09-18
blue,735.0,740.0,2023-09-19
blue,730.0,735.0,2023-09-20
blue,740.0,745.0,2023-09-21
blue,740.0,745.0,2023-09-22
blue,740.0,745.0,2023-09-23
blue,740.0,745.0,2023-09-24
blue,740.0,745.0,2023-09-25
blue,753.0,758.0,2023-09-26
blue,768.0,773.0,2023-09-27
blue,785.0,790.0,2023-09-28
blue,795.0,800.0,2023-09-29
blue,795.0,800.0,2023-09-30
blue,795.0,800.0,2023-10-01
blue,795.0,800.0,2023-10-02
blue,805.0,810.0,2023-10-03
blue,838.0,843.0,2023-10-04
blue,838.0,843.0,2023-10-05
blue,875.0,885.0,2023-10-06
blue,875.0,885.0,2023-10-07
blue,875.0,885.0,2023-10-08
blue,935.0,945.0,2023-10-09
blue,990.0,1010.0,2023-10-10
blue,990.0,1010.0,2023-10-11
blue,960.0,980.0,2023-10-12
blue,960.0,980.0,2023-10-13
blue,960.0,980.0,2023-10-14
blue,960.0,980.0,2023-10-15
blue,960.0,980.0,2023-10-16
blue,965.0,985.0,2023-10-17
blue,885.0,905.0,2023-10-18
blue,1000.0,1050.0,2023-10-19
blue,1150.0,1200.0,2023-10-20
blue,1150.0,1200.0,2023-10-21
blue,1150.0,1200.0,2023-10-22
blue,1050.0,1100.0,2023-10-23
blue,1050.0,1100.0,2023-10-24
blue,980.0,1000.0,2023-10-25
blue,960.0,980.0,2023-10-26
blue,960.0,990.0,2023-10-27
blue,960.0,990.0,2023-10-28
blue,960.0,990.0,2023-10-29
blue,950.0,970.0,2023-10-30
blue,900.0,920.0,2023-10-31
blue,895.0,915.0,2023-11-01
blue,905.0,925.0,2023-11-02
blue,905.0,925.0,2023-11-03
blue,905.0,925.0,2023-11-04
blue,905.0,925.0,2023-11-05
blue,905.0,925.0,2023-11-06
blue,870.0,890.0,2023-11-07
blue,870.0,890.0,2023-11-08
blue,930.0,950.0,2023-11-09
blue,940.0,960.0,2023-11-10
blue,940.0,960.0,2023-11-11
blue,940.0,960.0,2023-11-12
blue,905.0,925.0,2023-11-13
blue,905.0,925.0,2023-11-14
blue,950.0,970.0,2023-11-15
blue,920.0,950.0,2023-11-16
blue,920.0,950.0,2023-11-17
blue,920.0,950.0,2023-11-18
blue,920.0,950.0,2023-11-19
blue,920.0,950.0,2023-11-20
blue,1045.0,1075.0,2023-11-21
blue,1060.0,1080.0,2023-11-22
blue,1025.0,1045.0,2023-11-23
blue,975.0,995.0,2023-11-24
blue,975.0,995.0,2023-11-25
blue,975.0,995.0,2023-11-26
blue,970.0,990.0,2023-11-27
blue,925.0,945.0,2023-11-28
blue,905.0,925.0,2023-11-29
blue,885.0,905.0,2023-11-30
blue,935.0,955.0,2023-12-01
blue,935.0,955.0,2023-12-02
blue,935.0,955.0,2023-12-03
blue,910.0,930.0,2023-12-04
blue,890.0,910.0,2023-12-05
blue,935.0,955.0,2023-12-06
blue,970.0,990.0,2023-12-07
blue,970.0,990.0,2023-12-08
blue,970.0,990.0,2023-12-09
blue,970.0,990.0,2023-12-10
blue,980.0,1000.0,2023-12-11
blue,1050.0,1070.0,2023-12-12
blue,1040.0,1070.0,2023-12-13
blue,960.0,990.0,2023-12-14
blue,940.0,970.0,2023-12-15
blue,940.0,970.0,2023-12-16
blue,940.0,970.0,2023-12-17
blue,955.0,985.0,2023-12-18
blue,960.0,990.0,2023-12-19
